mantaghe,tedad kol tabaghat,vahed,Mablaghe kol,metri,tabaghe,zir bana,khab,Balkon,telephone,ashpazkhaneh,open,behdashti,kafpoosh,parking,anbari,sen,nama,sanad,گاز,آسانسور,آیفون تصویری,کولر,درب ریموت کنترل,شوفاژ,پکیج,باز سازی شده,جکوزی,سونا,استخر,لابی,داکت اسپلیت,چیلر,روف گاردن,مسترروم,فاقد آسانسور,اسپلیت,سرویس مستخدم: سرايدار,سالن اجتماعات,فن کوئل,سالن بدنسازی,دوربین مداربسته,برق اضطراری,فلت,گرمایشی از کف,اعلام حریق,اطفاء حریق,جاروبرقی مرکزی,درب ضد سرقت,لندری,مبله,فروش با مستاجر,آنتن مرکزی,حیاط خلوت,سرویس مستخدم: دارد,باربیکیو,تابلو خور,سالن کنفرانس,سرویس مستخدم: نگهبان,هواساز,ماهواره مرکزی,شوتینگ زباله,سرویس مستخدم: لابي من,سرویس مستخدم: نگهبان/سرايدار
Niavaran,5,4,22000000000,181810000,4,121,2,0,1,MDF,1,Persian-Western,Stone,1,1,15-20,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,6,2,35000000000,269230000,6,130,,1,1,Pantry,0,Persian-Western,Stone,1,1,0-5,Stone,Residential,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,3,1,12180000000,140000000,1,87,2,1,1,Wood-metal,1,Persian,Ceramic,0,1,20-30,Roman,Personal,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,5,1,33000000000,224480000,1,147,3,0,1,High-class,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,5,1,34080000000,240000000,1,142,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,3,,,,,152,3,0,1,MDF,1,Persian-Western,Stone,0,1,20-30,Stone,Personal,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,3,15120000000,180000000,2,84,2,1,1,MDF,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,1,13500000000,142100000,,95,1,1,1,MDF,1,Persian-Western,Stone Parquet,1,1,10-15,Stone,Personal,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,4,30000000000,283010000,5,106,3,1,1,MDF,1,Persian-Western,Stone,1,1,5-10,Glass,Residential,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,2,,,,1,45,1,0,1,Pantry,0,Persian,Ceramic,0,0,15-20,Stone,Residential,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,2,1,1.08E+11,400000000,1,270,4,0,1,MDF,1,Persian,Ceramic,1,1,30+,Stone,Personal,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,8,8,61200000000,255000000,5,240,4,1,1,MDF,1,Persian-Western,Stone,1,1,15-20,Stone,Personal,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aghdasieh,7,2,27000000000,207690000,5,130,3,0,1,MDF,1,Persian-Western,Ceramic,1,1,5-10,Stone,Personal,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,2,32000000000,250000000,4,128,5,1,1,Pantry,0,Persian-Western,Ceramic,1,1,10-15,Stone,Residential,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aghdasieh,6,2,18000000000,156520000,4,115,2,1,1,MDF,1,Persian-Western,Ceramic,1,1,10-15,Stone,Personal,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,2,33000000000,244440000,2,135,3,1,1,MDF,1,Persian-Western,Stone,1,1,10-15,Stone,Personal,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aghdasieh,4,4,13650000000,130000000,3,105,2,1,1,MDF,1,Persian-Western,Laminate,1,1,15-20,3cm Brick,Cooperative,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,1,10500000000,169350000,1,62,1,1,1,MDF,1,Persian-Western,Ceramic,0,0,10-15,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,3,28000000000,229500000,4,122,2,1,1,MDF,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aghdasieh,5,3,56000000000,153420000,2,365,4,1,1,MDF,1,Persian-Western,Ceramic,1,1,20-30,Stone,Personal,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aghdasieh,5,3,56000000000,153420000,2,365,4,1,1,MDF,1,Persian-Western,Ceramic,1,1,20-30,Stone,Personal,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,3,28000000000,229500000,4,122,2,1,1,MDF,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,15,4,,,7,350,3,1,1,Modern,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekhtiarieh,5,2,12500000000,115740000,,108,2,0,1,MDF,1,Persian-Western,Ceramic,0,1,15-20,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,5,1,,,4,26,,0,1,MDF,1,Persian,Ceramic,0,1,20-30,Stone,Residential,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,1,90830000000,310000000,2,293,4,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,4,1,24000000000,320000000,1,75,1,0,1,Pantry,0,Persian-Western,Laminate,0,1,5-10,Stone,Residential,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekhtiarieh,3,2,29880000000,180000000,1,166,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,30+,Stone,Personal,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,1,10500000000,169350000,1,62,1,1,1,MDF,1,Persian-Western,Ceramic,0,0,10-15,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,4,1,13580000000,140000000,3,97,2,1,1,Pantry,0,Persian,Stone,1,1,20-30,Stone,Administrative,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,3,30800000000,280000000,2,110,2,1,1,Pantry,0,Persian-Western,Ceramic,1,0,0-5,Composite,Residential,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,1,35000000000,250000000,1,140,3,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,3,1,,,1,262,4,1,1,Wooden,0,Persian-Western,Stone,1,1,30+,Stone,Personal,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,3,3,30000000000,217390000,2,138,3,0,1,Wooden,0,Persian-Western,Parquet,1,1,20-30,3cm Brick,Personal,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,12,2,69000000000,300000000,,230,3,1,1,MDF,1,Western,Stone,1,1,10-15,Cement,Personal,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gheytarieh,5,4,26460000000,270000000,1,98,2,0,1,Custom,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajrish,3,1,6500000000,50000000,3,130,2,0,1,MDF,1,Persian,Ceramic,0,0,0-5,Cement,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,2,2,,,,450,4,0,1,Pantry,0,Persian,Ceramic,1,1,15-20,Stone,Personal,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,9,3,,,1,230,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,6,1,39000000000,222850000,6,175,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,5-10,Stone,Personal,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,5,2,60000000000,472440000,5,127,4,1,1,Pantry,0,Western,Ceramic,0,0,15-20,Brick,Residential,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,3,2,22000000000,176000000,3,125,2,0,1,MDF,1,Persian,Ceramic,0,0,30+,Stone,Residential,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekhtiarieh,5,2,25500000000,179570000,3,142,3,1,1,High-class,1,Persian-Western,Ceramic,1,1,15-20,Stone,Personal,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,12,2,69000000000,300000000,,230,3,1,1,MDF,1,Western,Stone,1,1,10-15,Cement,Personal,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pasdaran,2,2,,,,450,4,0,1,Pantry,0,Persian,Ceramic,1,1,15-20,Stone,Personal,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,6,3,,,,100,2,1,1,Custom,0,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,9,3,,,1,230,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,6,3,,,,100,2,1,1,Custom,0,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekhtiarieh,5,2,25500000000,179570000,3,142,3,1,1,High-class,1,Persian-Western,Ceramic,1,1,15-20,Stone,Personal,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,11,,,,1,178,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,4,1,21000000000,200000000,,105,2,0,1,MDF,1,Persian-Western,Ceramic,0,1,20-30,3cm Brick,Personal,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gholhak,5,2,22000000000,200000000,5,110,2,1,1,MDF,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aghdasieh,5,3,,,1,132,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,30+,Composite,Residential,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,,19000000000,195870000,,97,1,0,1,MDF,1,Persian-Western,Ceramic,1,1,15-20,Stone,Personal,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,1,,,4,200,2,1,1,Pantry,0,Persian-Western,Stone,1,1,0-5,Roman Stone,Residential,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown,,3,,,1,132,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,30+,Composite,Residential,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,6,1,,,5,292,4,0,1,MDF,1,Persian-Western,Stone,1,1,0-5,Brick,Personal,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aghdasieh,5,3,,,1,132,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,30+,Composite,Residential,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,6,1,,,3,235,4,0,1,MDF,1,Persian-Western,Ceramic,1,1,20-30,Stone,Personal,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,6,1,,,5,292,4,0,1,MDF,1,Persian-Western,Stone,1,1,0-5,Brick,Personal,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gholhak,5,2,22000000000,200000000,5,110,2,1,1,MDF,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,5,1,55000000000,275000000,5,200,3,0,1,Furnished,1,Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aghdasieh,5,3,,,1,132,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,30+,Composite,Residential,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,2,,,1,105,2,0,1,MDF,1,Persian-Western,Ceramic,1,1,15-20,Stone,Residential,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,6,2,37000000000,241830000,1,153,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,10-15,Stone,Personal,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,5,2,,,4,142,3,1,1,MDF,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,5,1,1.236E+11,400000000,1,309,4,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,1,,,4,200,2,1,1,Pantry,0,Persian-Western,Stone,1,1,0-5,Roman Stone,Residential,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,4,1,7300000000,162220000,4,45,1,1,1,MDF,1,Persian-Western,Ceramic,0,0,5-10,Stone,Personal,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darband,4,2,19740000000,235000000,2,84,2,1,1,High-gloss,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,5,1,73000000000,250000000,3,292,4,0,1,MDF,1,Persian-Western,Stone,1,1,10-15,Stone,Personal,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gholhak,4,,16000000000,152380000,3,105,3,0,1,MDF,1,Persian-Western,Parquet,1,1,20-30,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajrish,3,1,5100000000,72850000,2,70,1,1,1,MDF,1,Persian,Ceramic,1,0,10-15,Stone,Promissory,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,1,38160000000,180000000,3,212,4,0,1,MDF,1,Persian-Western,Ceramic,1,1,10-15,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darband,7,2,,,1,115,3,1,1,MDF,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,4,2,,,2,153,3,1,1,MDF,0,Persian,Ceramic,0,1,30+,Stone,Residential,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,2,38500000000,220000000,2,175,3,1,1,High-class,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,6,2,40000000000,400000000,5,100,1,0,1,Pantry,1,Persian,Ceramic,1,1,5-10,Stone,Residential,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,1,7800000000,100000000,4,78,2,0,1,MDF,1,Persian-Western,Ceramic,0,0,30+,Stone,Endowment,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekhtiarieh,6,3,29500000000,190320000,2,155,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,2,20000000000,235290000,3,85,2,0,1,MDF,1,Persian,Stone,1,1,5-10,Stone,Residential,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,2,15125000000,125000000,3,121,2,0,1,MDF,1,Persian-Western,Stone,1,1,15-20,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekhtiarieh,6,3,29500000000,190320000,2,155,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,6,3,52000000000,305880000,2,170,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,1,7800000000,100000000,4,78,2,0,1,MDF,1,Persian-Western,Ceramic,0,0,30+,Stone,Endowment,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,2,38500000000,220000000,2,175,3,1,1,High-class,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,6,2,40000000000,400000000,5,100,1,0,1,Pantry,1,Persian,Ceramic,1,1,5-10,Stone,Residential,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,11,8,,,6,173,3,1,1,MDF,1,Western,Stone,1,1,0-5,Stone,Personal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,4,2,,,4,147,3,1,1,MDF,1,Persian-Western,Stone,1,1,20-30,Stone,Guidance Endowment,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
